"word","definition"
"Fafy"," a. : Fampielezana na fanaparitahana zavatra toy ny voa madinika, na fasika, na rano : Fafy fasika re izao nafitsokY ny fahaualo izao! 1 Fanapariahana voam-bary na voan' anana amin'ny tanana eo an-taninketsa ka na tanfmboly efa voavoatra, mba haniry : Efa oito fafy ny ketsa no tonga izy. - t.i.f. : Fafazana, afafy, voafafy / mamafy, famafy, mpamafy 1 amafazana, famafazana / mifafy, fifafy, mpifafy / ifafazana, fifafazana / mahafafy. -  F.-p, : Fafy ra, fafy rano : Famafazana amin'ny olona ram-biby natao sorona na rano tsotra mba hatao tsodrano. / Fafy katrana : Enti-milaza ny voam-bary afafy a-min' izao fa tsy mba naliina mialoha. / Fafy forona : enti-milaza famafazana befahatany fotsiny."
"Fagakaizana"," (sakaiza) a : Fakana ho sakaiza."
"Faha"," p.mt. : Fony, tamin'ny andron'i...: Noenjehina ni) Kristianina Paha Ranavalona reniny."
"Faha-"," Tovona fampiasa eo alohan' ny teny milaza isa : mba hanaovana mpamaritra milaza filaharana : Fahadimy, fahasiuy ambin'ny folo / mba hilazana isan-drefy : Fahatelo, hono, ny halalin' it? rano it?; / Lamba antsasa-pahadimy; / mba hilazana vanin'andro : Lasa tamin' ny Fahavalon'ny uolana nankany Fianarantsoa izy."
"Fahadimy"," p.l. : Enti-milaza ny laharana manarakaraka ny fahefatra."
"Fahafahana"," a. : Toetran'ny olona afaka, izany hoe tsy voageja, tsy andevozin'ny sasany fa afaka manao izay tiany araka ny sitrapony."
"Fahafatesana"," (faty) a. : Fialan' ny aina : Tsy fantatra ny andro hahatongavan'ny fahafatesana."
"Fahafiry"," (firy) p.mt. : EntimanontanY laharana : Fahafiry ny fiarakodia nentinao tamin'ilay hazakazak ' aotomobilina farany teo ? ? Entimilaza fahakelezana na fahatsinontsinona miolotra na mitaha amin'ny... : Tsy fahafirin'ny olo-mahay eto amin'ny Nosy ianao fa aza mie boebo toy izao."
"Fahafito"," (fito) p.l. : Enti-milaza ny laharana manarakaraka ny fahenina."
"Fahafolo"," (folo) p.l. : Enti-milaza ny laharana manarakaraka ny fahasivy."
"Fahagagana"," (gaga) a. : Zavatra mahavariana ny sain, izany hoe tsy fahita andavanandro amin' ny hatsaranY na ny habeny : Ny fanasitranana tampoka dia anisan'ny fahagagana sarotra hazavaina."
"Fahagola"," Fahagolan-tany P. mt. : Taloha efa lasa ela be : Tsy fantatra izay nonina tamin'itony tan), itony fahagola. ¶ M.h. : Fahiny."
"Fahaizana"," (hay) a. : Zavatra hay, fantatra : Olona be fahaizana, hono, iny touolahy iny. ? Fahalalana voafototra ary axa-tsaina mikasika zavatra iray : Ny fahaizana momba ny marika. ? Fahafahana manao zavatra : Ny fahaizana mamaky teny sy manoratra. ? Hakingana : Nampiseho fahaizana lehibe izy ta-min' izany raharaha izany. ? Fitambaran' ny fahalala.na takatry ny sain'ny olombelona mikasika ny zavaboarY, ny lalàna mifehy ny zavaboarY, ans., izay hitan'ny olo-mahay ombieny ombieny, ka mahatonga ny fiainan'ny taranak' olombelona handroso hatrany : Na manao ahoana na manao ahoana, tsy hahafoana an'Andriamanitra akory ny fahaizana satria ny zavatra nataon'Andriamanitra ihany no dinihinY sy fakafakainy. -  F. p. : Fari-pahaizana : ny fahaizana tratra. / Filazampahaizana : TaratasY manambara ny toe-pahaizana ananana,"
"Fahakambotiana"," (kamboty) a. : Toetran'ny zaza kamboty : Anisan'ny zavatra tokony hampangoraka antsika ny fahakambotiana."
"Fahakirana"," (kirana) a.: Harikivy : Tsy aneran'ny fahakiran' it? voankazo it9 izany."
"Fahalafo"," Halafosana, Fahalafosana (lafo) a. : Toetran' ny zavatra lafo, na vidim-bola be • Tsy laitra ny halafon' ny vidim-piainana ankehitriny."
"Fahalainana"," Halainana (laina) a. : Tsy faharisihana hiasa. -  F.-p. : An-kalainana : tsy amin-kazotoana."
"Fahalala"," (lala) a. - Fomba entina mahalala, mahafantatra."
"Fahalalana"," (lala) a. : Fahafantarana, fahaizana : Tsy ma-nana fahalalana momba ny fitsaboana aho."
"Fahaleovana"," (lao) a. : Fahafahana mizaka. Fahaleouan-tena : Fahafahana mizaka tena ka tsy fehezin'ny hala na miankin-doha amin' ny hafa intsony."
"Fahalianana"," (liana) a. : Fanirian mafY, fahamaimaizana, fihoalahoalana."
"Fahamahinana"," na Hamahinana (mahina) a. : Fahatahotahorana sao fantatry ny olona ny ratsY natao."
"Fahamalinana"," a. : Toetran'ny olona malina, izany hoe manao na mandeha amim-pitandremana ka manao toy ny dian-tana: jerena ny aloha, todihina ny ao aoriana."
"Fahamanirana"," (manitra) a. : Fanatsarana fofona, fanasiana zava-mantra."
"Fahamaotonana"," (maotona) a.: Hatsaram-panahY mamPitana sy mampitandrina ny fihetsiky ny tena rehetra mba ho mendrika, tsy ho hafahafa, maha-te hanaja."
"Fahamarinana"," (marina) a. : Ny rariny, ny hitsiny, ny mari-na : Manaoua ny fahamarinana mandrakariva. ? Toetran' ny olona antsoina hoe mari-na, izany hoe : tsY mandainga, tsy mamitaka : Nitsotra tamim-Pahamarinana izy fa naka iiay omby; / tsY manambaka fa manao ny rariny, ny hitsinY : Oiona mahalala ny fahamarinana ny mPamPiasa anaY."
"Fahamasinana"," (masina) a. : Fahamboniana noho ny toetra na hery masina ananana."
"Fahamborodamba"," a. : Lamba, izay ny tenany rofia ary ny fahany vorodamba."
"Fahana"," a. • Sakafo omem-bahiny. ? Hanina, sakafo : A-taouy tsara fahana ny zazakely. ? Anjara hanina : Ento ny fahan-kisoa homena azy. ? Ilay zavatra mampipoaka ny basy, ny tafondro : Fahan-tafondro. / Saika loza fa, hay, mbola nisy fahany ilay basy. ? Ny hery ananan' ny vimiaina mampandeha ny famantaranandro : Tsy ampy fahana ny famantaranandronao matoa nijanona sahady. ? Ilay kofehy mifampiditra amin'ny tenan'ny tenona mba haha-lamba azy, (ka ny fahana mitsivalana fa ny tenany mitsangana) : Ny jabo dia lamba rofia, izay ny fahany landihazo! - t.i.f. : Fahanana, afahana, voafahana / mamahana, famahana, mpamahana / amahanana, famahanana / mifahana, fifahana, mpifahana / ifahanana, fifahanana / mahafahana. -  F.-p, : Alim-pahana : fotoana isian'ny fahana ao anaty basy, tafondro; fotoana iandrasan'ny vahiny ny sakafo aroso azy. / Mialim-pahana: miandry handrosoana sakafo. / Faham-bainga: tamboho na rindrina vita amin'ny bainga mafy sy makadiry, / Fahan-tenany : enti-milaza ny lamba izay karazana iraY ihany ny tenany sy ny fahany. / Lany fahana : tapitra ny herin'ny fahana nomena azy, toy ny famantaranandro mijanona izany. / Maty fahana : fiteny amin'ny basy na tafondro tsy mipoaka, na amin'ny fanambadiana izay tapaka ny fatorana naxnpikambana ny mpivady."
"Fahana"," a. : Tohana eo ivelan' ny zavatra ixay mba hananany hery bebe kokoa. ? Fifikirana amin'ny zavatra, fanankinana mafy ny tongotra mba tsy hianjera. - t.i.f. : Afahana, voafahana tafafahana / mamahana, famahana, mpamahana / amahanana, famahanana / mifahana, fifahana, mpifahana / lfahanana, fifahanana."
"Fahanana"," (fahana) mtih. (fahano) : Omena na asiana fahana (azo ampiasaina amin' ny hevitra rehetra voalaza ao amin'ny teny Fahana : Fahano ny vahiny fa efa an-' toandro. / Etsy hofahanako ny zanako. / Tamin'ny firy no nofahananao it? famantaranandro ity?)"
"Fahandro"," (handro) a. : Fomba entina mahandro : Hainao ue ny fahandro sokatra? Zavatra andrahoina : Aza dia manao be fahandro fa mandala) fotoan-tsarotra isika izao, ? P. t. : Azo handroina na andrahoina : Asa na fahandro Io biby io na tsia."
"Fahandroana"," na Fandrahoana (handro) a. : Fanamasahana amin'ny afo; ny asa atao rehefa mahandro."
"Fahanginana"," (gina) a. : Tsy fisiana tabataba, toetran'ny zavatra tsy andrenesana tabataba : Ny fahanginana no itiauako monina et? ambanivohitra."
"Fahangirina"," Hangirina a. : Toetran' ny maso mikimpy manao mason' akoho, izany hoe tsy mikimpy tanteraka fa toa mihiratra kely ihany."
"Faharatsiana"," (ratsy) a. : Toetran'ny zavatra na olona ratsy; zava-dratsy, heloka : Diso indray mandeha ue izy dia tsy maintsy houesarana ny faharatsiana rehetra eto ambonin' ny tany ?"
"Faharazana"," (razana) p.mt Hatram?n' ny andro niainan' ny razana Fomba nentimpaharazana."
"Faharazodrazoka"," (razodrazoka) a. : Fahosaosana, hareradrerahana."
"Faharenesana"," (re) a. : Ireo fandrenesana dimy (jar. Fandrenesana)."
"Faharoa"," (roa) p. l.: Mitana ny laharana manarakaraka ny voalohany: Ny fevrier no vo-(ana faharoa amin'ny taona,"
"Faharokoroko"," (rokoroko) a. : Toetran'ny zavatra marokoroko, maraorao."
"Fahasalamana"," (salama) a : Toetran'ny vatana salama, izany hoe tsy manana aretina ka miasa tsara ny organina amin'ny tena."
"Fahasanganehana"," (sanganehana) a. : Firoahana, fisalasalana tsy mahita izay hofidina."
"Fahasitranana"," (sitrana) a. : Fanaretana, fialan' ny aretina."
"Fahasivy"," (sivy) P.I. : Enti-milaza ny filaharana manaraka ny fahavalo."
"Fahasivy"," (Btl) a. : Avelo, lolo."
"Fahasoavana"," (son) a. : Fitahiana, soa lehibe : Fahasoavana ho anao izao nahafahanao fanadinana izao ka hararaoty tsara. Fanomezana voajanahary nomen' Andriamanitra noho ny soa nataon' i Kristy mba hahazoana ny fiainana mandrakizay (fin. kat.) : Mampahazo fahasoavana ny sakramenta."
"Fahasola"," (soin) a. : Toetran' izay sofa, tsy misy volo intsony fa efa nhintsan."
"Fahasorisorena"," (sorisory) a. : Fahasosorana, fahadisadisana, fahadikidikiana."
"Fahatahorana"," (tahotra) a. : Tahotra olona na zavatra : Ny fahatahorana an'Andriamanitra no uoaloham pahendrena."
"Fahatelo"," p.l. : Mitana ny laharana manaraka ny faharoa : Alarobia ny andro fahatelo amin'ny herinandro. ? a. : Halavan-drefy mitovy amin' ny refy telo na mamaky tratra inenina."
"Fahatelobe"," a. : Laharana fahatelo amin'ny sikidy. ? H.o, : Havana mpandroba, izany hoe tsy mikendry afa-tsy ny hahalany ny harenan' ny havany."
"Fahatelon-tanana"," a. : Lalàna araka ny fomban-tany malagasy mametra fa raha misy mpivady misaraka, ny ampahatelon' ny harin' izy mivady no anjaran-dravehivavy, fa ny an-droatokony kosa mijanona ho an-draleh?lahy."
"Fahatezerana"," (tezitra) a. : Fihetseham-po mitroatra tampoka vokatry ny fo sendaotra tsy voatsindry sy ny saina tsy mieritreritra ka tsy afaka intsony handanjalanja izay tokony hatao."
"Fahatokiana"," (toky) a. : Fanantenàna lehibe, hasahiana : Mandroso amim-pahatokiana hamely ny fahavalo ny miaramila."
"Fahatolo"," (t.tr.) a. : Ny vavy, ny ao an-kohonana."
"Fahatra"," ft. : Enti-milaza famikirana na fitazonana mafy amin'ny tongotra mba tsy hianjera na tsy hialana eo amin'ny toerana misy ny te-na. - t.i.f. : Afahatra, voafahatra, tafafahatra / mamahatra, famahatra, mpamahatra / amaharana, famaharana / mifahatra, fifahatra, mpifahatra / ifaharana, fifaharana / mahafahatra."
"Fahatra"," a. : Teny ilazana a-min' ny f.-.a.-dr ny toerana ahazoana manonona teny araka ny avapeo : ny loba lela : r ; ny lany lela : 1; ny lanilany : g; ny nify : t; ny molotra : m, ka mahatonga ny hoe feo a-molotra, feo andany lela..,"
"Fahatsiahivana"," (tsiahy) a. : Fahatsiarovana."
"Fahatsiahy"," (tsiahy) a. : Fomba entina mahatsiahy. ? p.t. : Azo tsahivina, tokony hotsahivina : Tsy fahatsiahy ny andro manjombona tamin' ny fiainana lasa."
"Fahatsiaro"," (tsiaro) a. : Fomba entina mahatsiaro. ? p.t. : A-zo tsaroana."
"Fahatsiarovana"," (tsiaro) a. : Fitamberenan' ny zavatra na olona hita na fantatra tamin' ny andro lasa ao an-tsaina indray : Mbola velona ato ampoko ny fahatsiarovako an'i Neny. ? Zavatra omena olona mba tsy hanadinoany ny tena, na ny toe-javatra iray niarahana ' Omeko anao ity boky id ho fahatsiarovana ny niarahantsika niasa. M.h. : Fahatsiaxovana, fahatsiahivana, fahatadidiana, dindo, tsangambato, orimbato. ? F.-p. : Fahatsiarovan-tena : fahatsapana ny haja amankasina ananan'ny tena eo anoloan'ny mpiara-belona ka mahatonga hifady tsy hanao fitondran-tena tsy mety."
"Fahavalo"," (valo) p.l. : Milaza ny filaharana manarakaraka ny fahafito. ? a. : Ny mankahala ny tena, ny miady sy mifanohitra amin' ny tena ka mitady hamono mihitsy aza : Efa resy ny fahavalo. ? Izay rehetra manimba ny ha-fa : Ny toaka no fahavalon' ny fahasalamana voalohany. / Tsy manam-pahavaio afatsy ny mosary aho, hoy Andrianampoinimerina. ¶ M. h.: Fahavalo, rafy, an-daniny, sakay sy maso, tsy tia, mpisompatra."
"Fahavanona"," (vanona) a. : Toetran'ny olona na zavatra vanona, izany hoe tsara, tonga amin' ny nanaovana azy."
"Fahavanonana"," (vanona) a. : Fahatongavana ho vanona; toetra vanona."
"Fahavarana"," Piatra) a. : Fahakarakarana na fahakolokoloana fatratra mandrakariva; fahazotoana amin'ny fitandremana sy fanaovana izay hahasoa : Ny fahavarana no ananana zavatra madio sy mateza."
"Fahavaratra"," (varatra) a. : Fizaran-taona manarakaraka ny lohataona, manomboka a-min' ny novambra ka miaf ara amin'ny zanvie, izay ahitana ny orana avy tsikelikely aloha, dia mampireny miaraka amin'ny varatra izay mikotrokotroka izaitsizy."
"Fahavariana"," (variana) a, : Toetran'ny zavatra mahavariana."
"Fahavarianana"," (variana)a.: Fahasondrianana, fifantohan' ny saina amin'ny zavatra anankiray ka hadino ny zavatra rehetra. Fahavarianampanahy: Fifantohan'ny saina amin'ny fivavahana ka hadino ny zavatra rehetra manodidina ny tena."
"Fahavelomana"," (velona) a.: Fotoana iainana : Nanao soa ny mpiara-belona aminy izy nandritra ny fahavelomany. -  F.-p. : Fotoana ahavelomana : fotoana iterahan'ny vehivavy (noho ny fahasarotan' ny fiterahana, dia noheverin' ny Ntaolo fa io fotoana io dia mety hahavelona na hahafaty )."
"Fahavirjiniana"," (virjiny) a . Toetran' ny olona, fa indrindra ny vehivavy, mbola tsy nahalala ny firaisana ara-nof o."
"Fahavoazana"," (voa) a. : Zavamihatra nampiditra fahasahiranana : Loza ny fahavoazako fa hadinoko ny nanisy lasantsy ny fiara talohan'ny hiaingàna. ? Faty antoka : Telo alina ariary no fahavoazan-dRabe tamin'ilaY haintrano iny,"
"Fahavodivodiana"," (vodivodiana) a. : Fampamahimahiana."
"Fahazarana"," (zatra) a. : Fomba zary toetra noho ny fanao miverimberina; toetra azo amin'ny famerimberenana zavatra na asa matetika. -  F.-p. : Entim-pahazarana : tsy ny saina na ny sitrapo no mitondra fa ny fahazarana f otsiny."
"Fahazokiana"," na Fizokiana (zoky) a. : Tombin'ny maha-zoky."
"Fahefana"," (efa) a. : Fahazoana manao zavatra: Tsy manampahefana hitsara ahy ianao. ? Hery ananana : Loza ny fahefan'ny vola. ? Fahazoana mandidy : Ny fahefan'ny ray. ? Fanjakana, fifehezana : Nisy fotoana nampaneken'ny firenena vitsivitsy ny antsasak'izao tontolo izao teo ambany fahefany."
"Fahefany"," (efatra) a. : Ampahefatry ny famarana antsoina hoe vata, izany hoe tokotokony ho dimy litatra eo ho e o amin' ny filazam-patra ankehitriny : Nividy vary eran' ny fahefany aho fa tsy nisy hatokona akory tao an-trano."
"Fahefatra"," (efatra) p.i. : Entimilaza izay mitana ny lahaxana aorian' ny fahatelo : Ny aurily no volana fahefatra amin'ny tanna."
"Fahelana"," (ela) a. : Toetran'ny zavatra ela : Sosotra tamin' ny fahelan'ny vola karamany izy ka naleony niala."
"Fahempohe"," (Ski) a : Vala famandrihana voay, lambo."
"Fahenina"," Enti-milaza ny laharana manarakaraka ny fahadimY."
"Faheniny"," a. : Famarana ampahenin'ny vary iray (20 1)."
"Faherezana"," (hery) a. : Herimpo, havitrihana, harisihana."
"Fahetse"," na Karija (Ski) a. : Marika atao amin' ny sofin' ny omby hahafantarana ny tompony na ny fianakaviana niaviany."
"Fahiazana"," (hia) a : Toetran' ny olona mahia (hahia, hahiazana) : Loza ny fahiazan' it? zozo it? : hita mitrakitraer? ny taolan-tratrany."
"Fahihirana"," (hihitra) a. : Fitsitsiana tafahoatra."
"Fahihitra"," (hihitra) a: Ny toetran'ny olona mahihitra, mitsitsy loatra."
"Fahiny"," p.mt. : Tamin'ny andro taloha ela tany : Fahiny nisy izany olona zenizeny natao hoe Vazimba izany nonina te t3. ¶ M.h. : Fahiny, taloha, ela be, fahataloha, fahizany, fahagola, fahagolan-tany, tany ambadik' Imanareza."
"Fahirano"," a. : Fanodidinan'ny fahavalo ny tanàna mba tsy hahafahan'ny mponina ao mivoaka hitady sakafo na rano : Raha tsy natao fahirano ny tanànan'Ambohijoky tsy ozo. • Ut. f. : Afahirano, voafahirano / mamahirano."
"Fahiratana"," (hiratra) a : Ny hamarin'ny fijery, ny mizana."
"Fahiratra"," (hiratra) a. : Fahatsilo : Mbola mahavariana ny fahiratry ny mason'io antidahy roa amby zato taona io."
"Fahita"," (hita) p, t. : Hita matetika : Tsy fahita intsony itony lamba itony ankehitriny."
"Fahitana"," a. : Ny maso. ? Fahalalana : Ny fahitana ny maha-mahantra anay ue no iauonavonanareo aminay ? Fitsarana : Araka ny fahitako ny raharahanareo dia tokony homenao ny karamany. ? Fisehoan-javatra toy ny fanahy, avelo na matoatoa min' ny tena."
"Fahitra"," a. : Tranon' omby ompiana izay voahodidina vala na fefy na faritra (angamba avy amin'ny hoe faritra ihany ny fahitra; amin'ny Betsileo ny fari-bohitra no atao hoe fahitra axy ny fitoeran' omby atao hoe vala)."
"Fahizany"," p,mt. : Taloha ela, fahiny."
"Fahizay"," p,mt. : Taloha, fahiny, hatrany hatrany."
"Faho"," a. : Fifangaroana, fitambaran-javatra roa tsy mitovy, ka ny iray ilaina fa ny iraY ' tsy ilaina nefa sarotra akifika, fanampiny, - t.i.f. : Fahoana, afaho, voafaho / mamaho, famaho, mpamaho / amahoana, famahoana / mifaho, fifaho, mp?faho / ifahoana, fifahoana / mifamaho, mifamahofaho / mahafaho. -  F.-p. : Tsy misy fahony, tsy misy fahompahony : madio tsisy fangarony. / Vary faho : vary amin' anana,"
"Fahoana"," (faho) mt.?h, (fahoy) : Ampifangaroina."
"Fahombiazana"," (omby) a , Fandresena, fahazoana vokatra tsara, fandairan'ny fanafody."
"Fahonena"," (onena) a. : Fangorahana, fitserana, tse-po."
"Fahoriana"," (ory) a : Alahelo lehibe, fijaliana, fiferinaina : Latsaka ao anatin'ny faho"" riana izy. ? Loza, voina, fahafatesan-kavana : Azom-pahoriana ny fianakaviany. Mamangy anareo amin'ny fahoriana izahay, tompoko."
"Fahosana"," (osa) a. : Halemena, tsy fahatanjahana : Tsy hita noanoa ny fahosan'ny olombelona."
"Fahotana"," (ota) a. : Fandikana ny didin' Andriamanitra, ota, heloka, • F.-p, : (fiv. kat.) Fahotana madinika : ota madinika, tsy mahasimba ny fihavanana a-min' Andriamanitra. / Fahotana mahafaty : ota lehibe, makadiry, mahavery ny fahasoavana mahamasina."
"Fahoviana"," P.mt. : Hatry ny e-la, efa hatry ny ela be."
"Fahy"," a.: Fanatavezana ny biby ompiana : Tsy nataonao tsara fahy it? omby it? ka mahia. - t.i.f. : AfahY, voafahY f mamahy, famahy, mpamahy / amahazana, famahazana/mifahy, fifahy, mpifahy / ifahazana, fifahazana / mahafahy,"
"Faidrantsa"," (Ski) a : Karazan' akorandriaka maranitra ohatra ny homamanta ka mora tapaka raha mahavoa ny tongotra sady sarotra esorina."
"Faika"," a. : Fipaoka, fifaohana. 6 t.i.f. : Faikaina, voafaika / mifaika, fifaika, mpifaika / ifaikana, fifaikana / mahafaika."
"Faika"," Faikany a. : Izay mijanona amin'ny zavatra iray rehefa nofiahina na nesorina ny ranony : Aza ariana eto ny faikam parinareo. ? H.i. : Ny ratsy efa nanalana ny tsara, ny lany tsiro. - t.i.f. : Faikana, mafaika."
"Faikaina"," (faika) mt.ih. (faikao) : Faohina, angalarina, tselehina."
"Faikana"," (faika) p. t. : Misy faikany."
"Failandey"," (fr. Finlandais) a.: Ny firenena tompon-tany any amin'ny tanin'i Failandy: I Helsinki no reniuohitry ny Failandey. ? p.t.: Mikasika an'i Failandy, an'i Failandy na avy any Failandy: Fanamboarana koba fanaouan-taratasy no orinasa failandey malaxa indrindra."
